ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60647,33,08/09/2020,08/15/2020,62,1928,71,2203.2,2246,25834,2567,29521.5,0.0,0.1,1,93,1.1,106.3,87509,60647-2020-33,POINT (-87.701101 41.921058)
60637,45,11/01/2020,11/07/2020,155,1336,327,2815.4,4418,45274,9310,95406.1,0.0,0.0,3,31,6.3,65.3,47454,60637-2020-45,POINT (-87.604053 41.780991)
60619,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,61258,60619-2020-10,POINT (-87.60569 41.744737)
60618,16,04/12/2020,04/18/2020,138,356,146,377.1,549,1326,582,1404.7,0.2,0.2,4,6,4.2,6.4,94395,60618-2020-16,POINT (-87.703343 41.946699)
60651,52,12/20/2020,12/26/2020,182,5884,288,9307.5,1352,44378,2139,70198.4,0.2,0.2,3,111,4.7,175.6,63218,60651-2020-52,POINT (-87.741017 41.901964)
Unknown,8,02/21/2021,02/27/2021,14,863,0,0,1839,96979,0,0,0.0,0.1,0,8,0.0,0.0,0,Unknown-2021-8,
60608,53,12/27/2020,01/02/2021,191,6484,241,8186.4,1955,67945,2468,85783.7,0.1,0.1,5,120,6.3,151.5,79205,60608-2020-53,POINT (-87.670366 41.849879)
60609,14,03/29/2020,04/04/2020,52,112,85,182.1,151,342,246,556.1,0.3,0.3,3,3,4.9,4.9,61495,60609-2020-14,POINT (-87.653382 41.812017)
60643,53,12/27/2020,01/02/2021,131,3252,263,6521,2044,49926,4099,100112.3,0.1,0.1,3,106,6.0,212.6,49870,60643-2020-53,POINT (-87.662381 41.700445)
60659,38,09/13/2020,09/19/2020,24,1094,58,2663.9,512,10761,1247,26202.9,0.1,0.1,0,45,0.0,109.6,41068,60659-2020-38,POINT (-87.703266 41.990803)
60601,10,03/01/2020,03/07/2020,,,,,1,1,7,6.8,0.0,0.0,0,0,0.0,0.0,14675,60601-2020-10,POINT (-87.622844 41.886262)
60603,3,01/17/2021,01/23/2021,0,58,0,4940.4,78,1362,6644,116013.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-3,POINT (-87.625473 41.880112)
60660,48,11/22/2020,11/28/2020,96,1543,222,3568.3,1507,28413,3485,65707,0.1,0.1,0,46,0.0,106.4,43242,60660-2020-48,POINT (-87.666362 41.991062)
60611,35,08/23/2020,08/29/2020,19,373,59,1150.3,772,11001,2381,33926.5,0.0,0.0,1,4,3.1,12.3,32426,60611-2020-35,POINT (-87.620291 41.894734)
60611,50,12/06/2020,12/12/2020,74,1456,228,4490.2,1144,29690,3528,91562.3,0.1,0.1,1,7,3.1,21.6,32426,60611-2020-50,POINT (-87.620291 41.894734)
60607,26,06/21/2020,06/27/2020,15,480,51,1622.1,413,3024,1396,10219.3,0.0,0.1,0,4,0.0,13.5,29591,60607-2020-26,POINT (-87.652727 41.876104)
60611,9,02/28/2021,03/06/2021,20,1985,62,6121.6,1136,43771,3503,134987.4,0.0,0.0,0,14,0.0,43.2,32426,60611-2021-9,POINT (-87.620291 41.894734)
60605,47,11/15/2020,11/21/2020,161,1028,585,3735.6,1946,19555,7072,71060,0.1,0.1,1,6,3.6,21.8,27519,60605-2020-47,POINT (-87.623449 41.867824)
60612,43,10/18/2020,10/24/2020,90,1192,262,3474.1,1435,20371,4182,59371.6,0.1,0.1,0,31,0.0,90.4,34311,60612-2020-43,POINT (-87.687011 41.88004)
60604,46,11/08/2020,11/14/2020,7,58,895,7416.9,58,777,7417,99360.6,0.2,0.1,0,0,0.0,0.0,782,60604-2020-46,POINT (-87.629029 41.878153)
60661,12,03/21/2021,03/27/2021,24,753,242,7586.1,424,14835,4272,149456,0.1,0.1,0,1,0.0,10.1,9926,60661-2021-12,POINT (-87.644283 41.882786)
60613,34,08/16/2020,08/22/2020,31,643,62,1283.1,1146,13460,2287,26859.3,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-34,POINT (-87.661343 41.953742)
60645,41,10/04/2020,10/10/2020,36,1531,75,3207.5,1389,20653,2910,43268.7,0.0,0.1,1,71,2.1,148.7,47732,60645-2020-41,POINT (-87.695049 42.008927)
60641,6,02/07/2021,02/13/2021,80,7899,113,11121.7,1732,81760,2439,115117.6,0.1,0.1,3,110,4.2,154.9,71023,60641-2021-6,POINT (-87.746791 41.946682)
60655,28,07/05/2020,07/11/2020,30,324,104,1124.8,454,4796,1576,16650.5,0.1,0.1,0,9,0.0,31.2,28804,60655-2020-28,POINT (-87.701434 41.696456)
Unknown,32,08/02/2020,08/08/2020,5,124,0,0,2058,42807,0,0,0.1,0.1,0,4,0.0,0.0,0,Unknown-2020-32,
60605,5,01/31/2021,02/06/2021,31,1614,113,5865,915,32285,3325,117318.9,0.0,0.1,0,10,0.0,36.3,27519,60605-2021-5,POINT (-87.623449 41.867824)
60622,51,12/13/2020,12/19/2020,145,3440,275,6516,3087,58491,5847,110793.1,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-51,POINT (-87.681818 41.902762)
60660,37,09/06/2020,09/12/2020,17,705,39,1630.4,854,13541,1975,31314.5,0.0,0.1,0,41,0.0,94.8,43242,60660-2020-37,POINT (-87.666362 41.991062)
60656,49,11/29/2020,12/05/2020,160,1799,580,6523.1,907,16621,3289,60266.9,0.2,0.1,0,28,0.0,101.5,27579,60656-2020-49,POINT (-87.817934 41.974566)
60614,38,09/13/2020,09/19/2020,77,1158,108,1623.9,2046,28653,2869,40182,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-38,POINT (-87.652064 41.922605)
60605,50,12/06/2020,12/12/2020,79,1254,287,4556.9,1225,23367,4452,84912.2,0.1,0.1,0,7,0.0,25.4,27519,60605-2020-50,POINT (-87.623449 41.867824)
60609,33,08/09/2020,08/15/2020,56,2213,91,3598.7,1343,15984,2184,25992.4,0.1,0.1,1,78,1.6,126.8,61495,60609-2020-33,POINT (-87.653382 41.812017)
60827,21,05/17/2020,05/23/2020,7,70,24,245,52,284,182,993.8,0.1,0.2,0,7,0.0,24.5,28577,60827-2020-21,POINT (-87.633087 41.650765)
60827,34,08/16/2020,08/22/2020,2,102,7,356.9,,807,0,2823.9,0.0,0.1,0,7,0.0,24.5,28577,60827-2020-34,POINT (-87.633087 41.650765)
60626,41,10/04/2020,10/10/2020,33,1514,66,3044.4,1973,31862,3967,64070,0.0,0.0,1,121,2.0,243.3,49730,60626-2020-41,POINT (-87.669834 42.009469)
60629,37,09/06/2020,09/12/2020,140,5066,125,4529.3,1389,31767,1242,28401.4,0.1,0.2,2,115,1.8,102.8,111850,60629-2020-37,POINT (-87.711565 41.777061)
60607,8,02/21/2021,02/27/2021,21,2287,71,7728.7,1649,48118,5573,162610.3,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-8,POINT (-87.652727 41.876104)
60643,12,03/21/2021,03/27/2021,48,3966,96,7952.7,1853,72181,3716,144738.3,0.0,0.1,1,125,2.0,250.7,49870,60643-2021-12,POINT (-87.662381 41.700445)
60619,17,04/19/2020,04/25/2020,120,550,196,897.8,601,1904,981,3108.2,0.2,0.3,5,31,8.2,50.6,61258,60619-2020-17,POINT (-87.60569 41.744737)
60616,35,08/23/2020,08/29/2020,32,733,59,1345.8,1114,14943,2045,27436.5,0.0,0.1,0,37,0.0,67.9,54464,60616-2020-35,POINT (-87.629531 41.844869)
60602,16,04/12/2020,04/18/2020,2,5,161,401.9,10,26,804,2090,0.2,0.3,0,0,0.0,0.0,1244,60602-2020-16,POINT (-87.628309 41.883136)
60620,32,08/02/2020,08/08/2020,62,1489,91,2186.6,952,14942,1398,21942.6,0.1,0.1,0,72,0.0,105.7,68096,60620-2020-32,POINT (-87.651656 41.740873)
60661,39,09/20/2020,09/26/2020,6,155,60,1561.6,273,3699,2750,37265.8,0.0,0.0,0,0,0.0,0.0,9926,60661-2020-39,POINT (-87.644283 41.882786)
60608,16,04/12/2020,04/18/2020,127,416,160,525.2,369,1211,466,1528.9,0.4,0.3,6,10,7.6,12.6,79205,60608-2020-16,POINT (-87.670366 41.849879)
60649,41,10/04/2020,10/10/2020,39,1209,85,2626.9,940,19097,2042,41493.6,0.0,0.1,0,125,0.0,271.6,46024,60649-2020-41,POINT (-87.571522 41.762202)
60618,23,05/31/2020,06/06/2020,61,1270,65,1345.4,941,7287,997,7719.7,0.1,0.2,2,40,2.1,42.4,94395,60618-2020-23,POINT (-87.703343 41.946699)
60622,43,10/18/2020,10/24/2020,164,1607,311,3044,2642,34626,5004,65588.2,0.1,0.0,0,56,0.0,106.1,52793,60622-2020-43,POINT (-87.681818 41.902762)
60609,6,02/07/2021,02/13/2021,71,6512,116,10589.5,1317,60860,2142,98967.4,0.1,0.1,1,132,1.6,214.7,61495,60609-2021-6,POINT (-87.653382 41.812017)
60607,16,04/12/2020,04/18/2020,37,320,125,1081.4,110,513,372,1733.6,0.2,0.2,0,1,0.0,3.4,29591,60607-2020-16,POINT (-87.652727 41.876104)
60636,13,03/22/2020,03/28/2020,44,58,137,180.1,103,161,320,500,0.4,0.3,1,2,3.1,6.2,32203,60636-2020-13,POINT (-87.668597 41.77599)
60638,28,07/05/2020,07/11/2020,39,1238,66,2105.5,712,8132,1211,13830.6,0.1,0.2,1,38,1.7,64.6,58797,60638-2020-28,POINT (-87.771902 41.787032)
60652,12,03/21/2021,03/27/2021,42,4931,96,11230.6,928,43730,2114,99596.9,0.0,0.1,1,92,2.3,209.5,43907,60652-2021-12,POINT (-87.714238 41.745398)
60631,6,02/07/2021,02/13/2021,35,2691,118,9113.1,1150,37252,3894,126154,0.0,0.1,1,85,3.4,287.9,29529,60631-2021-6,POINT (-87.813371 41.995019)
60608,19,05/03/2020,05/09/2020,232,1191,293,1503.7,828,3518,1045,4441.6,0.3,0.3,8,34,10.1,42.9,79205,60608-2020-19,POINT (-87.670366 41.849879)
Unknown,18,04/26/2020,05/02/2020,19,50,0,0,1572,6961,0,0,0.3,0.3,1,2,0.0,0.0,0,Unknown-2020-18,
60707,3,01/17/2021,01/23/2021,29,1930,67,4486.4,,4389,0,10202.5,0.0,0.1,0,34,0.0,79.0,43019,60707-2021-3,POINT (-87.808283 41.921777)
60628,45,11/01/2020,11/07/2020,235,2406,352,3605.9,1528,29575,2290,44324.4,0.1,0.1,2,130,3.0,194.8,66724,60628-2020-45,POINT (-87.621537 41.694192)
60604,29,07/12/2020,07/18/2020,0,24,0,3069.1,16,237,2046,30306.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-29,POINT (-87.629029 41.878153)
60657,2,01/10/2021,01/16/2021,164,4044,234,5772.9,2977,78737,4250,112397.9,0.1,0.1,1,44,1.4,62.8,70052,60657-2021-2,POINT (-87.658216 41.939715)
60604,2,01/10/2021,01/16/2021,3,85,384,10869.6,65,1309,8312,167391.3,0.1,0.1,0,0,0.0,0.0,782,60604-2021-2,POINT (-87.629029 41.878153)
60666,19,05/03/2020,05/09/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-19,POINT (-87.896371 41.979511)
60613,15,04/05/2020,04/11/2020,32,148,64,295.3,125,468,249,933.9,0.2,0.2,4,5,8.0,10.0,50113,60613-2020-15,POINT (-87.661343 41.953742)
60614,17,04/19/2020,04/25/2020,69,273,97,382.8,306,1182,429,1657.6,0.2,0.2,8,32,11.2,44.9,71308,60614-2020-17,POINT (-87.652064 41.922605)
60632,13,03/28/2021,04/03/2021,107,12813,118,14074.2,1650,84250,1812,92542.8,0.1,0.2,1,195,1.1,214.2,91039,60632-2021-13,POINT (-87.711251 41.810038)
60612,35,08/23/2020,08/29/2020,33,923,96,2690.1,900,11760,2623,34274.7,0.0,0.1,0,31,0.0,90.4,34311,60612-2020-35,POINT (-87.687011 41.88004)
60619,12,03/15/2020,03/21/2020,28,31,46,50.6,117,126,191,205.7,0.2,0.2,0,0,0.0,0.0,61258,60619-2020-12,POINT (-87.60569 41.744737)
60622,53,12/27/2020,01/02/2021,188,3753,356,7108.9,2180,63187,4129,119688.2,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-53,POINT (-87.681818 41.902762)
60618,6,02/07/2021,02/13/2021,70,7272,74,7703.8,2287,96376,2423,102098.6,0.0,0.1,2,106,2.1,112.3,94395,60618-2021-6,POINT (-87.703343 41.946699)
60620,19,05/03/2020,05/09/2020,93,852,137,1251.2,690,3498,1013,5136.9,0.2,0.2,6,55,8.8,80.8,68096,60620-2020-19,POINT (-87.651656 41.740873)
60707,42,10/11/2020,10/17/2020,45,682,105,1585.3,,4389,0,10202.5,0.0,0.1,0,13,0.0,30.2,43019,60707-2020-42,POINT (-87.808283 41.921777)
60610,46,11/08/2020,11/14/2020,262,1618,672,4146.7,2209,28106,5661,72031.6,0.1,0.1,2,14,5.1,35.9,39019,60610-2020-46,POINT (-87.63581 41.90455)
60651,1,01/03/2021,01/09/2021,221,6279,350,9932.3,1816,47583,2873,75268.1,0.1,0.2,3,116,4.7,183.5,63218,60651-2021-1,POINT (-87.741017 41.901964)
60657,7,02/14/2021,02/20/2021,41,4447,58,6348.1,2021,91142,2885,130106.2,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-7,POINT (-87.658216 41.939715)
60640,26,06/21/2020,06/27/2020,18,879,26,1260.8,1847,9447,2649,13550.9,0.0,0.1,1,85,1.4,121.9,69715,60640-2020-26,POINT (-87.662232 41.971888)
60651,12,03/15/2020,03/21/2020,14,14,22,22.1,63,71,100,112.3,0.2,0.2,0,0,0.0,0.0,63218,60651-2020-12,POINT (-87.741017 41.901964)
Unknown,15,04/05/2020,04/11/2020,8,15,0,0,919,2903,0,0,0.3,0.3,0,0,0.0,0.0,0,Unknown-2020-15,
60626,23,05/31/2020,06/06/2020,68,1071,137,2153.6,656,4953,1319,9959.8,0.1,0.2,8,101,16.1,203.1,49730,60626-2020-23,POINT (-87.669834 42.009469)
60629,29,07/12/2020,07/18/2020,106,3771,95,3371.5,1603,18139,1433,16217.3,0.1,0.2,3,100,2.7,89.4,111850,60629-2020-29,POINT (-87.711565 41.777061)
60651,30,07/19/2020,07/25/2020,59,2039,93,3225.3,1190,12872,1882,20361.3,0.1,0.2,1,77,1.6,121.8,63218,60651-2020-30,POINT (-87.741017 41.901964)
60666,47,11/15/2020,11/21/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-47,POINT (-87.896371 41.979511)
60652,32,08/02/2020,08/08/2020,36,1235,82,2812.8,758,9438,1726,21495.4,0.1,0.1,0,49,0.0,111.6,43907,60652-2020-32,POINT (-87.714238 41.745398)
60613,3,01/17/2021,01/23/2021,80,3017,160,6020.4,2140,59823,4270,119376.2,0.0,0.1,0,40,0.0,79.8,50113,60613-2021-3,POINT (-87.661343 41.953742)
60601,18,04/26/2020,05/02/2020,13,57,89,388.4,70,268,477,1826.2,0.2,0.2,1,3,6.8,20.4,14675,60601-2020-18,POINT (-87.622844 41.886262)
60647,30,07/19/2020,07/25/2020,62,1714,71,1958.7,1929,19030,2204,21746.3,0.0,0.1,1,92,1.1,105.1,87509,60647-2020-30,POINT (-87.701101 41.921058)
60651,5,01/31/2021,02/06/2021,104,6859,164,10849.8,1279,53773,2023,85059.6,0.1,0.1,1,123,1.6,194.6,63218,60651-2021-5,POINT (-87.741017 41.901964)
60618,39,09/20/2020,09/26/2020,71,2276,75,2411.1,1962,35005,2078,37083.5,0.0,0.1,1,53,1.1,56.1,94395,60618-2020-39,POINT (-87.703343 41.946699)
60634,11,03/08/2020,03/14/2020,,,,,2,6,3,7.9,0.0,0.0,0,0,0.0,0.0,75995,60634-2020-11,POINT (-87.797373 41.944967)
60626,37,09/06/2020,09/12/2020,25,1412,50,2839.3,1293,24997,2600,50265.4,0.0,0.1,0,119,0.0,239.3,49730,60626-2020-37,POINT (-87.669834 42.009469)
Unknown,29,07/12/2020,07/18/2020,5,116,0,0,3092,35132,0,0,0.0,0.1,0,4,0.0,0.0,0,Unknown-2020-29,
60631,28,07/05/2020,07/11/2020,14,383,47,1297,527,5709,1785,19333.5,0.0,0.1,2,38,6.8,128.7,29529,60631-2020-28,POINT (-87.813371 41.995019)
60604,13,03/22/2020,03/28/2020,,,,,7,8,895,1023,0.0,0.0,0,0,0.0,0.0,782,60604-2020-13,POINT (-87.629029 41.878153)
60609,29,07/12/2020,07/18/2020,49,1995,80,3244.2,1094,11579,1779,18829.2,0.0,0.2,1,77,1.6,125.2,61495,60609-2020-29,POINT (-87.653382 41.812017)
60666,9,02/28/2021,03/06/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-9,POINT (-87.896371 41.979511)
60606,29,07/12/2020,07/18/2020,3,39,97,1257.7,129,1409,4160,45437,0.0,0.1,0,1,0.0,32.2,3101,60606-2020-29,POINT (-87.63676 41.882634)
60605,18,04/26/2020,05/02/2020,17,135,62,490.6,165,723,600,2627.3,0.1,0.1,1,1,3.6,3.6,27519,60605-2020-18,POINT (-87.623449 41.867824)
60653,37,09/06/2020,09/12/2020,9,752,28,2352.1,509,13036,1592,40773.2,0.0,0.1,0,41,0.0,128.2,31972,60653-2020-37,POINT (-87.611244 41.819261)
60608,5,01/31/2021,02/06/2021,74,7232,93,9130.7,2227,79396,2812,100241.1,0.0,0.1,1,128,1.3,161.6,79205,60608-2021-5,POINT (-87.670366 41.849879)
60666,29,07/12/2020,07/18/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-29,POINT (-87.896371 41.979511)
60660,38,09/13/2020,09/19/2020,35,740,81,1711.3,782,14323,1808,33122.9,0.0,0.1,0,41,0.0,94.8,43242,60660-2020-38,POINT (-87.666362 41.991062)
60645,24,06/07/2020,06/13/2020,39,1098,82,2300.3,563,5184,1180,10860.6,0.1,0.2,0,65,0.0,136.2,47732,60645-2020-24,POINT (-87.695049 42.008927)
60643,43,10/18/2020,10/24/2020,122,1530,245,3068,1873,27791,3756,55726.9,0.1,0.1,1,78,2.0,156.4,49870,60643-2020-43,POINT (-87.662381 41.700445)
60645,12,03/21/2021,03/27/2021,48,4426,101,9272.6,1153,61280,2416,128383.5,0.0,0.1,1,107,2.1,224.2,47732,60645-2021-12,POINT (-87.695049 42.008927)
60656,43,10/18/2020,10/24/2020,87,869,316,3150.9,756,11310,2741,41009.5,0.1,0.1,0,17,0.0,61.6,27579,60656-2020-43,POINT (-87.817934 41.974566)
60616,13,03/22/2020,03/28/2020,35,49,64,90,144,224,264,411.3,0.2,0.2,0,0,0.0,0.0,54464,60616-2020-13,POINT (-87.629531 41.844869)
60656,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,27579,60656-2020-10,POINT (-87.817934 41.974566)
60625,15,04/05/2020,04/11/2020,117,232,148,292.8,273,699,344,882.1,0.4,0.3,2,5,2.5,6.3,79243,60625-2020-15,POINT (-87.701816 41.971155)
60666,24,06/07/2020,06/13/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-24,POINT (-87.896371 41.979511)
60601,31,07/26/2020,08/01/2020,9,116,61,790.5,235,2116,1601,14419.1,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-31,POINT (-87.622844 41.886262)
60661,37,09/06/2020,09/12/2020,11,139,111,1400.4,220,3137,2216,31603.9,0.0,0.0,0,0,0.0,0.0,9926,60661-2020-37,POINT (-87.644283 41.882786)
60656,29,07/12/2020,07/18/2020,13,339,47,1229.2,376,4486,1363,16266,0.0,0.1,0,10,0.0,36.3,27579,60656-2020-29,POINT (-87.817934 41.974566)
60610,53,12/27/2020,01/02/2021,81,2397,208,6143.2,1532,41801,3926,107129.9,0.1,0.1,1,25,2.6,64.1,39019,60610-2020-53,POINT (-87.63581 41.90455)
60619,14,03/29/2020,04/04/2020,112,241,183,393.4,286,634,467,1035,0.3,0.3,9,9,14.7,14.7,61258,60619-2020-14,POINT (-87.60569 41.744737)
Unknown,19,05/03/2020,05/09/2020,9,59,0,0,2047,9008,0,0,0.2,0.2,1,3,0.0,0.0,0,Unknown-2020-19,
60655,1,01/03/2021,01/09/2021,145,2800,503,9720.9,1041,24865,3614,86324.8,0.2,0.1,0,31,0.0,107.6,28804,60655-2021-1,POINT (-87.701434 41.696456)
60654,47,11/15/2020,11/21/2020,118,1075,617,5618,1588,15255,8299,79723,0.1,0.1,0,3,0.0,15.7,19135,60654-2020-47,POINT (-87.636354 41.892485)
60641,11,03/14/2021,03/20/2021,50,8289,70,11670.9,1865,90835,2626,127895.2,0.0,0.1,0,118,0.0,166.1,71023,60641-2021-11,POINT (-87.746791 41.946682)
60633,28,07/05/2020,07/11/2020,19,174,148,1351.9,272,1529,2113,11879.4,0.1,0.1,0,4,0.0,31.1,12871,60633-2020-28,POINT (-87.556037 41.653147)
60633,12,03/21/2021,03/27/2021,4,1262,31,9805,176,11617,1367,90257.2,0.0,0.1,0,15,0.0,116.5,12871,60633-2021-12,POINT (-87.556037 41.653147)
60639,8,02/21/2021,02/27/2021,74,13326,82,14722.1,1652,89991,1825,99418.9,0.1,0.2,4,222,4.4,245.3,90517,60639-2021-8,POINT (-87.75531 41.920609)
60626,19,05/03/2020,05/09/2020,105,733,211,1474,612,2418,1231,4862.3,0.2,0.3,20,58,40.2,116.6,49730,60626-2020-19,POINT (-87.669834 42.009469)
60606,46,11/08/2020,11/14/2020,19,145,613,4675.9,209,3823,6740,123282.8,0.1,0.1,0,1,0.0,32.2,3101,60606-2020-46,POINT (-87.63676 41.882634)
60707,13,03/28/2021,04/03/2021,41,2162,95,5025.7,,4389,0,10202.5,0.0,0.1,0,40,0.0,93.0,43019,60707-2021-13,POINT (-87.808283 41.921777)
60629,13,03/22/2020,03/28/2020,67,83,60,74.2,159,248,142,221.7,0.4,0.3,0,0,0.0,0.0,111850,60629-2020-13,POINT (-87.711565 41.777061)
60651,27,06/28/2020,07/04/2020,33,1879,52,2972.3,709,9674,1122,15302.6,0.1,0.2,2,74,3.2,117.1,63218,60651-2020-27,POINT (-87.741017 41.901964)
60616,33,08/09/2020,08/15/2020,25,661,46,1213.6,1028,12724,1888,23362.2,0.0,0.1,0,36,0.0,66.1,54464,60616-2020-33,POINT (-87.629531 41.844869)
60641,5,01/31/2021,02/06/2021,100,7819,141,11009.1,1977,80028,2784,112679,0.1,0.1,0,107,0.0,150.7,71023,60641-2021-5,POINT (-87.746791 41.946682)
60615,38,09/13/2020,09/19/2020,17,627,41,1508.6,758,14511,1824,34913.3,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-38,POINT (-87.602725 41.801993)
60632,52,12/20/2020,12/26/2020,278,10688,305,11740,1653,60773,1816,66754.9,0.2,0.2,1,155,1.1,170.3,91039,60632-2020-52,POINT (-87.711251 41.810038)
60626,3,01/17/2021,01/23/2021,93,3651,187,7341.6,3895,73566,7832,147930.8,0.0,0.1,3,152,6.0,305.7,49730,60626-2021-3,POINT (-87.669834 42.009469)
60620,20,05/10/2020,05/16/2020,80,932,118,1368.7,770,4268,1131,6267.6,0.1,0.2,4,59,5.9,86.6,68096,60620-2020-20,POINT (-87.651656 41.740873)
60604,22,05/24/2020,05/30/2020,2,21,256,2685.4,20,112,2558,14322.3,0.0,0.2,0,0,0.0,0.0,782,60604-2020-22,POINT (-87.629029 41.878153)
60634,28,07/05/2020,07/11/2020,47,1663,62,2188.3,1194,13899,1571,18289.4,0.1,0.1,1,54,1.3,71.1,75995,60634-2020-28,POINT (-87.797373 41.944967)
60657,12,03/21/2021,03/27/2021,197,4896,281,6989.1,2745,103654,3918,147967.2,0.1,0.0,0,46,0.0,65.7,70052,60657-2021-12,POINT (-87.658216 41.939715)
60608,36,08/30/2020,09/05/2020,59,2476,74,3126.1,1721,25834,2173,32616.6,0.1,0.1,1,78,1.3,98.5,79205,60608-2020-36,POINT (-87.670366 41.849879)
60615,29,07/12/2020,07/18/2020,37,478,89,1150.1,859,7391,2067,17782.6,0.0,0.1,0,16,0.0,38.5,41563,60615-2020-29,POINT (-87.602725 41.801993)
60646,43,10/18/2020,10/24/2020,56,755,200,2697.7,770,12853,2751,45924.9,0.1,0.1,0,44,0.0,157.2,27987,60646-2020-43,POINT (-87.761826 41.993931)
60657,11,03/14/2021,03/20/2021,90,4699,128,6707.9,2645,100909,3776,144048.7,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-11,POINT (-87.658216 41.939715)
60633,8,02/21/2021,02/27/2021,9,1239,70,9626.3,243,10842,1888,84235.9,0.0,0.1,1,15,7.8,116.5,12871,60633-2021-8,POINT (-87.556037 41.653147)
60660,50,12/06/2020,12/12/2020,101,1775,234,4104.8,1437,31465,3323,72764.9,0.1,0.1,5,53,11.6,122.6,43242,60660-2020-50,POINT (-87.666362 41.991062)
60653,13,03/28/2021,04/03/2021,47,2393,147,7484.7,976,44571,3053,139406.4,0.1,0.1,0,58,0.0,181.4,31972,60653-2021-13,POINT (-87.611244 41.819261)
60614,27,06/28/2020,07/04/2020,50,620,70,869.5,1550,8458,2174,11861.2,0.0,0.1,3,68,4.2,95.4,71308,60614-2020-27,POINT (-87.652064 41.922605)
60655,2,01/10/2021,01/16/2021,91,2891,316,10036.8,921,25786,3198,89522.3,0.1,0.1,0,31,0.0,107.6,28804,60655-2021-2,POINT (-87.701434 41.696456)
60649,37,09/06/2020,09/12/2020,17,1126,37,2446.5,619,15538,1345,33760.6,0.0,0.1,0,125,0.0,271.6,46024,60649-2020-37,POINT (-87.571522 41.762202)
60611,53,12/27/2020,01/02/2021,86,1660,265,5119.3,1043,33380,3217,102942.1,0.1,0.1,1,11,3.1,33.9,32426,60611-2020-53,POINT (-87.620291 41.894734)
60646,39,09/20/2020,09/26/2020,21,594,75,2122.4,454,10015,1622,35784.5,0.1,0.1,0,44,0.0,157.2,27987,60646-2020-39,POINT (-87.761826 41.993931)
60609,39,09/20/2020,09/26/2020,56,2571,91,4180.8,1115,23174,1813,37684.4,0.1,0.1,1,82,1.6,133.3,61495,60609-2020-39,POINT (-87.653382 41.812017)
60608,41,10/04/2020,10/10/2020,106,2880,134,3636.1,2140,35270,2702,44530,0.1,0.1,0,80,0.0,101.0,79205,60608-2020-41,POINT (-87.670366 41.849879)
60606,34,08/16/2020,08/22/2020,4,59,129,1902.6,136,2038,4386,65720.7,0.0,0.1,0,1,0.0,32.2,3101,60606-2020-34,POINT (-87.63676 41.882634)
60646,25,06/14/2020,06/20/2020,7,391,25,1397.1,396,3428,1415,12248.5,0.0,0.1,0,40,0.0,142.9,27987,60646-2020-25,POINT (-87.761826 41.993931)
60617,4,01/24/2021,01/30/2021,130,6810,158,8251.1,1815,65452,2199,79303.1,0.1,0.1,2,127,2.4,153.9,82534,60617-2021-4,POINT (-87.556897 41.721257)
60609,3,01/17/2021,01/23/2021,142,6254,231,10169.9,1795,56406,2919,91724.5,0.1,0.1,2,124,3.3,201.6,61495,60609-2021-3,POINT (-87.653382 41.812017)
60603,45,11/01/2020,11/07/2020,0,19,0,1618.4,41,647,3492,55110.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-45,POINT (-87.625473 41.880112)
60642,26,06/21/2020,06/27/2020,17,202,84,1000,405,2408,2005,11920.2,0.0,0.1,0,12,0.0,59.4,20201,60642-2020-26,POINT (-87.657821 41.899935)
60624,26,06/21/2020,06/27/2020,22,916,61,2533.3,445,5031,1231,13913.9,0.1,0.2,1,28,2.8,77.4,36158,60624-2020-26,POINT (-87.722735 41.879417)
